original_text,translation_method,model1_name,model1_translation,model2_name,model2_translation,model3_name,model3_translation,model4_name,model4_translation
Many economists question the effectiveness of Trump’s tariff plans and warn that they would ultimately be harmful to US consumers.,neural_machine_translation,GPTSw3 - 6.7B,"Nógvir búskaparfrøðingar seta spurnartekin við, um virksemið í tollætlanunum hjá Trump skaptir veruligar trupulleikar fyri amerikanskar brúkarar.",Claude,"Nógvir búskaparfrøðingar ivast í virknaðinum av tollætlanunum hjá Trump og ávara um, at tær í síðsta enda fara at skaða amerikanskar brúkarar.",NLLB 1.3,"Nógvir búskaparfrøðingar seta spurnartekin við effektivitetin av tollætlanunum hjá Trump og ávara um, at tær í síðsta enda fóru at vera skaðiligar fyri amerikanskar brúkarar.",Llama 3.1 - 8B,"Nógvir búðskaparfrøðingar seta spurnartekin við virksemið hjá Trump við tollinum og ávara um, at tað fyri síðst fer at vera skaðiligt fyri amerikanskar brúkarar."
"For Democrat Camille, Trump’s team orchestrated this to boost his chances of winning the election.",neural_machine_translation,GPTSw3 - 6.7B,"Fyri demokrat Camille, skipaði Trumpns lið fyri hesum fyri at økja um møguleikarnar hjá honum at vinna valið.",Claude,"Fyri demokratin Camille, skipaði Trump-liðið fyri hesum fyri at økja um møguleikar hansara at vinna valið.",NLLB 1.3,Fyri demokratin Camille skipaði liðið hjá Trump hetta fyri at styrkja hansara møguleikar at vinna valið.,Llama 3.1 - 8B,"Fyri demokratina Camille, legði Trump bólkurin fyri, at hetta skuldi økjast um møguleikan fyri Trump at vinna valið."
"In the hills of the Bekaa Valley - as in swathes of Lebanon - death can come from the sky these days, at any moment.",neural_machine_translation,GPTSw3 - 6.7B,"Í heygunum í Bekaadalnum - sum í breiðum í Libanon - kann deyðin koma úr luftini hesa tíðina, hvørja løtu.",Claude,"Í hæddini í Bekaa-dalinum - eins og í stórum pørtum av Libanon - kann deyðin koma úr luftini hesar dagarnar, nær sum helst.",NLLB 1.3,"Í heyggjunum í Bekaa-dalinum - sum í svølgum í Libanon - kann deyðin koma av himli í hesum døgum, hvørja løtu.",Llama 3.1 - 8B,"Í fjøllunum í Bekaa dalinum - eins og í øðrum parti av Liban - kann deyðin koma úr luftini fyri tíðina, hvørja løtu."
"Israel has been bombing the area through the day, with more than 30 air strikes in just an hour.",neural_machine_translation,GPTSw3 - 6.7B,Ísrael hevur loypt bumbur á økið allan dagin við meira enn 30 loftálopum í einans einum tíma.,Claude,"Ísrael hevur bombað økið allan dagin, við meira enn 30 flogálopum í bert ein tíma.",NLLB 1.3,"Ísrael hevur bumbað økið allan dagin, við meira enn 30 loftálopum bara í ein tíma.",Llama 3.1 - 8B,"Ísrael hevur bumbuð økið í allan dag, við meira enn 30 flogálopsálop í ein ein tíma."
Forty-six people are confirmed dead - and that toll is expected to rise.,neural_machine_translation,GPTSw3 - 6.7B,Fjøruti seks fólk eru váttað deyð - og hatta talið fer væntandi at hækka.,Claude,Seksogfýrati fólk eru staðfest deyð - og tað talið væntast at hækka.,NLLB 1.3,Fjøruti og seks fólk eru staðfest deyð - og talið fer væntandi at hækka.,Llama 3.1 - 8B,Fjøruti og seks fólk eru vátta deyð - og talið verður væntað at hækkna.
"Others are in critical condition in hospital, after Israeli attacks earlier this week.",neural_machine_translation,GPTSw3 - 6.7B,"Onnur eru í hættisligari støðu á sjúkrahúsinum, eftir at Ísrael loysti skot fyrr í vikuni.",Claude,"Onnur eru í álvarsligum standi á sjúkrahúsi, eftir ísraelskar álopir fyrr í vikuni.",NLLB 1.3,"Aðrir eru í hættisligari støðu á sjúkrahúsi, eftir ísraelsk álop fyrr í vikuni.",Llama 3.1 - 8B,"Onnur eru í álvarsligum støðu á sjúkrahúsi, eftir álopsálop frá Ísrael fyrra vikuna."
She tells us her daughter is very bright and very sociable.,neural_machine_translation,GPTSw3 - 6.7B,"Hon sigur okkum, at dóttir hennara er sera gløgg og sera samkenslufull.",Claude,"Hon sigur okkum, at dóttir hennara er sera klók og sera sosial.",NLLB 1.3,"Hon sigur okkum, at dóttir hennara er sera klók og sera sosial.",Llama 3.1 - 8B,"Hon sigur okkum, at dóttir hennara er sera gløgg og sera sosial."
"""She creates such a fun atmosphere at home. The house feels empty when she's not around. She loves meeting new people.""",neural_machine_translation,GPTSw3 - 6.7B,"""Hon skapar eina so stuttliga atmosferu heima. Tað kennist tómt, tá hon ikki er hjástødd. Hon elskar at møta nýggjum fólki.""",Claude,"Hon skapar eina so stuttliga støðu heima. Húsið kennist tómt, tá hon ikki er her. Hon elskar at hitta nýggj fólk.",NLLB 1.3,"""Hon skapar ein so stuttligan stemning heima. Húsið kennist tómt, tá hon ikki er til staðar. Hon elskar at hitta nýggj fólk.""",Llama 3.1 - 8B,"""Hon skapar so stuttligt andarlag heima. Tað kennist tómt heima, tá hon ikki er til staðar. Hon elskar at hitta nýggj fólk."""
"All that changed last Monday, with an Israeli strike.",neural_machine_translation,GPTSw3 - 6.7B,Alt broyttist mánadagin við einum ísraelskum álopi.,Claude,"Alt tað broyttist síðsta mánadag, við einum ísraelskum álopi.",NLLB 1.3,"Alt broytist seinasta mánadag, við einum ísraelskum verkfalli.",Llama 3.1 - 8B,"Alt broyttist síðsta mánadag, við einum álopi frá Ísrael."
"No matter what kind of body type you have, there are a few key features you should always look for in a suit.",neural_machine_translation,GPTSw3 - 6.7B,"Líka mikið hvat kroppslag tú hevur, eru nøkur eyðkenni, tú altíð skalt hyggja eftir í einum klædningi.",Claude,"Sama hvat fyri kropsbygning tú hevur, eru nakrir týdningarmiklir lutir, tú altíð eigur at hyggja eftir í einum jakkasetti.",NLLB 1.3,"Líka mikið hvat slag av kropsburði tú hevur, so eru nakrir fáir lyklatekinir, sum tú altíð skalt leita eftir í einum klædningi.",Llama 3.1 - 8B,"Líka mikið hvat slag av kroppi tú hevur, so er tað nøkur fá eyðkenni, tú altíð skuldi leita eftir í einum klædningi."
Koalas are very hard to see at night.,neural_machine_translation,GPTSw3 - 6.7B,Koalabjarnir eru sera truplar at síggja um náttina.,Claude,Koalur eru sera torførar at síggja um náttina.,NLLB 1.3,Koalabjarnir eru ringar at síggja um náttina.,Llama 3.1 - 8B,Koalabjarnir eru sera truplar at síggja um náttina.
"Hezbollah went on to fight Israel to a standstill in the 2006 war, and in the following years grew only stronger, with significant Iranian help.",neural_machine_translation,GPTSw3 - 6.7B,"Hizbollah helt fram at berjast ímóti Ísrael til ein steðg í krígnum í 2006, og í teimum næstu árunum vaks hon bara sterkari við stórum íranskum stuðli.",Claude,"Hezbollah bardist móti Ísrael til eitt deyðpunkt í krígnum í 2006, og í árunum eftir vaks tað bert í styrki, við týðandi hjálp frá Iran.",NLLB 1.3,"Hizbollah helt fram at berjast móti Ísrael til steðg í krígnum í 2006, og í árunum eftir vaks bara sterkari, við týðandi iranskari hjálp.",Llama 3.1 - 8B,"Hezbollah helt á at stríðast móti Ísraeli til støðugleika í krígnum í 2006, og í teimum næstu árini vaks bara sterkari, við týdningarmiklum iranskum stuðli."
"Today Hezbollah is crippled and in disarray, and clearly infiltrated by Israeli intelligence – but still, it would be premature to write its epitaph.",neural_machine_translation,GPTSw3 - 6.7B,"Í dag er Hizbollah kúgað og í ólagi, og týðiliga dálkað av ísraelskari undirvísing – men enn er tað ov tíðliga at skriva deyðaskjaldan.",Claude,"Í dag er Hezbollah lamað og í ørðum, og greitt infiltrerað av ísraelskari eftirgreinan – men tað hevði kortini verið ov tíðliga at skriva gravskriftina hjá tí.",NLLB 1.3,"Í dag er Hizbollah lamin og í órøkt, og týðiliga infiltreraður av ísraelskum fregnartænastum  men kortini hevði tað verið ov tíðliga at skrivað sína gravslóg.",Llama 3.1 - 8B,"Í dag er Hezbollah kíptur og í ólagi, og týðiliga álopin av ísraelskum fregnartænastu, men kortini hevði tað verið ov tíðliga at skriva epitafin."
“I think they’ll probably be very careful going forward.”,neural_machine_translation,GPTSw3 - 6.7B,"ðað er ikki vist, at tey fóru at vera varin, tá ið tey fóru víðari.",Claude,"Eg haldi, at tey fara helst at vera sera varin framyvir.",NLLB 1.3,"Eg haldi, at tey fara at vera sera varin framyvir.",Llama 3.1 - 8B,"""Eg haldi, at tey fara helst at vera sera varin í framtíðini."""
The country’s bright young minds are having a hard time landing a job.,neural_machine_translation,GPTSw3 - 6.7B,Landið hevur tað stríggið við at fáa arbeiði til teirra gløggu ungu hugsjónarfólk.,Claude,Landafrøðiliga ungu klóku fólkini hava trupult við at finna sær arbeiði.,NLLB 1.3,Tað er trupult hjá teimum klóku ungu høvdunum í landinum at fáa eitt starv.,Llama 3.1 - 8B,"Tey gløðugu ungu huglini í landinum hava tað strævið, at finna eitt starv."
Stark before-and-after pictures reveal dramatic shrinking of major Amazon rivers.,neural_machine_translation,GPTSw3 - 6.7B,Starkar myndir av áðrenn og eftir ávirkaðar Amazonáir vísa ádramatiskar minking av stóru árunum í Amazonánni.,Claude,Dramatiskar myndir áðrenn og eftir avdúka álvarsliga minking av stórum Amazon-áum.,NLLB 1.3,Framúrskarandi fyrireikandi og aftaná myndir avdúka ógvusliga minking í stóru Amazonáinum.,Llama 3.1 - 8B,Starkar áðrenn- og aftanámyndir avseta áhugaverdar broytingar í størrum áum í Amazon.
"In the heart of the Amazon rainforest, the impact on rivers is shocking and experts are sounding the alarm on what this means for the region.",neural_machine_translation,GPTSw3 - 6.7B,"Í hjartað á Amazonas regnskóginum er ávirkanin á áir skelkandi, og serfrøðingar rópa varskógvar um, hvat hetta merkir fyri økið.",Claude,"Í hjartanum á Amazon regnskóginum er ávirkanin á áirnar ræðandi, og serfrøðingar gera vart við, hvat hetta merkir fyri økið.",NLLB 1.3,"Í hjartanum á Amazonas regnskóginum er ávirkanin á áirnar skelkandi og serfrøðingar gera vart við, hvat hetta merkir fyri økið.",Llama 3.1 - 8B,"Í miðjuni av regnskóginum í Amazonánni hevur ávirkanin á áirnar skelkandi árini, og serfrøðingar gera vart við, hvat hetta merkir fyri økið."
"The Rio Negro, one of the Amazon River’s biggest tributaries, is at record lows for this time of year near the city of Manaus in Amazonas state.",neural_machine_translation,GPTSw3 - 6.7B,"Rio Negro, ein av Amazonánni, størsta ánni í Amazonas, er á metlágum niðri hesa tíðina á árinum í nánd av býnum Manaus í Amazonas.",Claude,"Rio Negro, ein av teimum størstu áunum hjá Amasonfljótinum, er á søguliga lágum vatnstøði fyri hesa árstíðina nær býnum Manaus í Amazonas-statinum.",NLLB 1.3,"Rio Negro, ein av størstu hjáárunum hjá Amazon ánni, er í minsta mun hesa árstíðina nær við býin Manaus í Amazonas statinum.",Llama 3.1 - 8B,"Rio Negro, ein av størstu áum í Amazonánni, er á lágum markum hesa ársins tíð um árið nær við býin Manaus í Amazonas statinum."
"Its water levels are falling at around 7 inches a day, according to Brazil’s geological service.",neural_machine_translation,GPTSw3 - 6.7B,"Vatnnið í ánni fellur umleið 7 tummar um dagin, sambært jarðfrøðiligu deildini hjá Brasilniður.",Claude,"Vatnstøðan fellur umleið 7 tummar um dagin, sambært brasilsku jarðfrøðitænastuni.",NLLB 1.3,"Tað lækkar umleið 7 tummar um dagin, sambært jarðfrøðiligu tænastuni í Brasilia.",Llama 3.1 - 8B,"Vatnfløtan lækur umleið 7 tummar um dagin, sambært jarðfrøðiligu tænastuni í Brasiliu."
Ships have been left stranded and vast expanses of sand are visible where water once flowed.,neural_machine_translation,GPTSw3 - 6.7B,"Skip eru strandað, og stórir sandpláss eru sjónligir, har vatnið einaferð rann.",Claude,"Skip eru blivin strandað, og víðar víddir av sandi síggjast, har vatn einaferð rann.",NLLB 1.3,"Skip eru strandað og víðfevndir sandar síggjast har, sum vatnið einaferð floymdi.",Llama 3.1 - 8B,"Skip eru strandað og stórar oyðimarkar av sandi eru sjónligar, har vatn einaferð fleyt."
Photos of the lake last month show it dramatically shrunken compared to the same time last year and it has continued to decline.,neural_machine_translation,GPTSw3 - 6.7B,"Myndir av vatninum seinasta mánað vísa, at hann er nógv minkaður samanborið við somu tíð í fjør, og hann er framvegis minkaður.",Claude,"Myndir av vatninum seinasta mánað vísa, at tað er munandi minkað samanborið við somu tíð í fjør, og tað hevur hildið fram at minka.",NLLB 1.3,"Myndir av vatninum í farna mánaði vísa, at tað er minkað ógvusliga samanborið við somu tíð í fjør og tað hevur hildið fram at minka.",Llama 3.1 - 8B,"Myndir av vatninum síðsta mánað vísa, at hann er lækkaður munandi, samanborið við sama tíð í fjør, og hann heldur fram at lækka."
"Researchers believe as the lake shrinks, there is less room for dolphins, putting them at greater risk of collision with boats and ferries.",neural_machine_translation,GPTSw3 - 6.7B,"Náttúruvísindafólk halda, at tá vatnið minkar, er minni pláss fyri delfinum, sum setir teir í størri vanda fyri samanstoyti við bátar og ferjur.",Claude,"Granskarar halda, at sum vatnið minkkar, verður minni pláss fyri springarum, sum økir um vandan fyri at tey renna saman við bátum og ferjum.",NLLB 1.3,"Granskarar halda, at so hvørt sum vatnið minkar, er minni pláss fyri delfinum, og tí eru teir í størri vanda fyri at renna saman við bátum og ferjum.",Llama 3.1 - 8B,"Granskarar halda, at sum vatnið tykist, er minni pláss fyri delfinum, sum økir vandan fyri, at teir koma í samanstoyt við bátar og feryjur."
New Covid-19 infections are no longer tracked or reported as closely as they were during the public health emergency.,neural_machine_translation,GPTSw3 - 6.7B,"Nýggj Covid-19 smittutilburðir verða ikki longur kannaðir ella fráboðaðar so væl, sum teir vóru undir almennu heilsustøðuni.",Claude,Nýggjar Covid-19 smittutilburðir verða ikki longur eygleiddir ella fráboðaðir eins neyvt og tey vórðu undir almenna heilsuvanlukkustøðuni.,NLLB 1.3,Nýggjar Covid-19 smittutilburðir verða ikki longur fylgdir ella fráboðaðir eins neyvt og teir vóru undir almannakunngerðini.,Llama 3.1 - 8B,"Nýggj Covid-19 smittanir verða ikki longur fylgdar ella frágreiddar so nágreiniliga, sum tað var undir almenningar heilsu vandastøðuni."
"Instead, US officials now focus on testing the contents of Americans’ wastewater to keep tabs on the virus.",neural_machine_translation,GPTSw3 - 6.7B,Í staðin leggja amerikansk embætisfólk nú dent á at kanna innihaldið í amerikanarum síðani burturkastvatn.,Claude,Ístaðin leggja amerikonsk embætisfólk nú dent á at kanna innihaldið í spillvatni hjá amerikanskum borgarum fyri at fylgja við gongdini í virusinum.,NLLB 1.3,Í staðin leggja amerikanskir embætisfólk sær nú eftir at kanna innihaldið í amerikanskum spillivatni fyri at fáa tamarhald á virusinum.,Llama 3.1 - 8B,Í staðin hugsavna amerikanskar myndugleikarir nú at kanna innlopið frá amerikanarum fyri at fylgja við virussinum.
"The sampling allows the CDC to see results from a large snapshot of the population, not just individuals who are in the health care system.",neural_machine_translation,GPTSw3 - 6.7B,"Próvtøkan loyvir CDC at síggja úrslit frá einum stórum myndatøku av fólkatalinum, ikki bara einstaklingum, sum eru í heilsuverkinum.",Claude,"Kanningin loyvir CDC at síggja úrslit frá einum stórum tvørskurði av fólkinum, ikki bara einstaklingum sum eru í heilsuverkinum.",NLLB 1.3,"Úrvalið loyvir CDC at síggja úrslit frá eini stórari løtumynd av fólkinum, ikki bara einstaklingar, sum eru í heilsuverkinum.",Llama 3.1 - 8B,"Útrókingin loyvir CDC at síggja úrslit frá eini stórari mynd av fólkinum, ikki bara frá einstakum, sum eru í heilsuverkinum."
Three additional workers reportedly had low-risk contact with the patient after the hospital required precautions.,neural_machine_translation,GPTSw3 - 6.7B,"Trý arbeiðsfólk, ið vóru í lítlum vanda fyri sjúklinginum, søgdu seg hava havt lítlan vanda fyri sjúklinginum, eftir at sjúkrahúsið kravdi fyribyrgjandi viðgerð.",Claude,"Tríggir eyka arbeiðsfólk skuldu eftir øllum at døma havt lítla váða samband við sjúklingin, eftir at sjúkrahúsið kravdi fyrivarni.",NLLB 1.3,"Tríggir eyka arbeiðsfólk høvdu eftir øllum at døma lágan vanda fyri at koma í samband við sjúklingin, eftir at sjúkrahúsið kravdi fyrivarni.",Llama 3.1 - 8B,"Tríggir arbeiðarar vóru eyðkendir at hava havt lágvandna samband við sjúklingin, eftir at sjúkrahúsið setti álvarsligum fyrivarinum."
"The six health-care workers who fell ill did not have severe symptoms, and they have since resolved.",neural_machine_translation,GPTSw3 - 6.7B,"Seks heilsuverkfalsfólk, sum gjørdust sjúk, høvdu ikki álvarslig sjúkueyðkenni, og tey eru nú batnað.",Claude,"Teir seks heilsuverkafólkini, sum gjørdust sjúk, høvdu ikki álvarslig sjúkueyðkenni, og tey eru síðani komin fyri seg aftur.",NLLB 1.3,"Teir seks heilsustarvsfólkini, sum gjørdust sjúk, høvdu ikki álvarslig sjúkueyðkenni, og tey eru síðani komin fyri seg.",Llama 3.1 - 8B,"Tey seks heilsuverðini, sum gjørdust sjúk, høvdu ikki álvarsligar sjúkueyðkenni, og tey hava síðani batnað."
The other 13 cases were in farm workers who had direct contact with infected dairy cows and chickens.,neural_machine_translation,GPTSw3 - 6.7B,"Tey 13 hini málini vóru í bóndum, ið høvdu beinleiðis samband við smittaðar mjólkar kúm og høsnarungum.",Claude,"Hini 13 førini vóru í bóndafólki, sum høvdu beinleiðis samband við smittaðar mjólkarkýr og hønur.",NLLB 1.3,"Hinir 13 tilburðirnir vóru í garðararbeiðarum, sum høvdu beinleiðis samband við smittaðar mjólkarkýr og hønur.",Llama 3.1 - 8B,"Tey 13 hini málið vóru á bóndum, sum høvdu beinleiðis samband við smittu mjólkarakúgv og høsnarungar."
"Only one other person had “limited” contact with the patient at home, but when questioned, that person said they have not been ill, she said.",neural_machine_translation,GPTSw3 - 6.7B,"Bert ein annar persónur hevði havt avmarkaðan samband við sjúklingin heima, men tá hann varð spurdur, segði hann, at hon hevur ikki verið sjúk, segði hon.",Claude,"Bert ein annar persónur hevði ""avmarkað"" samband við sjúklingin heima, men tá ið hesin persónurin varð spurdur, segði hann, at hann ikki hevði verið sjúkur, segði hon.",NLLB 1.3,"Bert ein annar persónur hevði avmarkaðan samband við sjúklingin heima, men tá hann varð avhoyrdur, segði hesin persónurin, at hann ikki hevur verið sjúkur, segði hon.",Llama 3.1 - 8B,"Bert ein annar hevði avmarkað samband við sjúklingin heima, men tá ið hon var spurd, segði hon, at hon hevði ikki verið sjúk."
"If you notice any of these signs in your AC unit, here’s how to tell whether it warrants repair or replacement.",neural_machine_translation,GPTSw3 - 6.7B,"Merkir tú nakað av hesum tekinunum í tíni luftskipan, so her kemur, hvussu tú kanst siga, um tað er neyðugt at umvæla ella skifta út.",Claude,"Um tú leggur merki til nakað av hesum teknunum í tínum AC-tóli, her er hvussu tú kanst vita, um tað krevur umvæling ella útskifting.",NLLB 1.3,"Um tú leggur merki til okkurt av hesum í tíni AC eind, so er her, hvussu tú veitst, um tað loysir seg at umvæla ella skifta út.",Llama 3.1 - 8B,"Um tú varnast nakran av hesum tekinum í tínum AC-equipi, er hetta hvussu tú veitst, um tað krevur umvæling ella umvæling."
United Airlines told CNN that the seatbelt sign was on at the time of the incident and one of the injured passengers was out of their seat.,neural_machine_translation,GPTSw3 - 6.7B,"United Airlines segði við CNN, at trygdarbeltiskeltið var tendrað, tá ið óhappið hendi, og ein av teimum særdu ferðafólkunum var ikki í sínum setri.",Claude,"United Airlines segði við CNN, at seymibeltisteknið var tendrað, tá ið hendingin fór fram, og ein av teimum skaðdu ferðafólkunum var ikki í sætinum.",NLLB 1.3,"United Airlines segði við CNN, at trygdarbeltið var á, tá ið hendingin fór fram, og at ein av teimum løstaðu ferðafólkunum var úr sessinum.",Llama 3.1 - 8B,"United Airlines segði CNN, at trygdarbeltið var í gildi, tá ið hendingin hendi, og ein av teimum løstaðu ferðafólkunum var úti úr setrinum."
"When the audience understandably milled about wondering what that line could possibly have been, Reynolds balked.",neural_machine_translation,GPTSw3 - 6.7B,"Tá áhoyrararnir skiljandi møltraðu sær um, hvat hasin setningurin møguliga kundi hava verið, steig Reynolds aftur.",Claude,"Tá áskoðararnir skilliga flokkaðust um og undraðust, hvat tann replikkin møguliga kundi hava verið, steðgaði Reynolds á.",NLLB 1.3,"Tá áhoyrararnir skilliga grulvaðu um at vita, hvat handan linjan møguliga kundi havt verið, tvíhelt Reynolds.",Llama 3.1 - 8B,"Tá ið áskoðarafjøldin óskiljandi mullar seg um og undrast á, hvat hatta setningurin í roynd og veru kundi havt verið, tveitti Reynolds aftur."
“No. No. No! And they were right!” he said.,neural_machine_translation,GPTSw3 - 6.7B,صNo. No. No! Og tey høvdu rætt Síðan segði hann.,Claude,"""Nei. Nei. Nei! Og tey høvdu rætt!"" segði hann.",NLLB 1.3,Nei. Nei. Nei! Og tey høvdu rætt! segði hann.,Llama 3.1 - 8B,"""Nei, nei, nei! Og tey høvdu rætt!"" segði hann."
"For more tall or slender body types, Los Angeles-based celebrity stylist Sarah Nearis says it’s all about creating balance.",neural_machine_translation,GPTSw3 - 6.7B,"Fyri størri ella klænri kroppstypar, sigur kendi stylisturin hjá Sarah Nearis í Los Angeles, at tað er alt um at skapa javnvág.",Claude,"Fyri hægri ella smalari kropsbyggingar sigur tann Los Angeles-búsitandi kenda stílistin Sarah Nearis, at tað snýr seg um at skapa javnvág.",NLLB 1.3,"Fyri fleiri høgir ella klænkar kropshættir, sigur kendur stilisturin í Los Angeles, Sarah Nearis, at tað snýr seg um at skapa javnvág.",Llama 3.1 - 8B,"Fyri hægri og klænri kroppar, sigur Nearis, eini kendur klædnaskapari í Los Angeles, at tað snýr seg um at skapa javnvágna."
"“You want to avoid any length that is too long or too short, and I would avoid a medium fit,” she says.",neural_machine_translation,GPTSw3 - 6.7B,"ESTAMPú vilt sleppa undan einum longd, sum er ov longur ella ov stuttur, og eg vildi sleppa undan einum miðal sniði, sigur hon.",Claude,"""Tú vilt sleppa undan longdum, sum eru ov langar ella ov stuttar, og eg haldi, at tú eigur at sleppa undan miðal passandi,"" sigur hon.",NLLB 1.3,"Tú vilt sleppa undan eini longd, sum er ov long ella ov stutt, og eg vil sleppa undan einum medium fit, sigur hon.",Llama 3.1 - 8B,"""Tú vilt skýggja allar longdar, sum eru ov longar ella ov stuttar, og eg vildi skýggja eina miðal passar,"" sigur hon."
"Kenger recommends patterned suits for this body type, which can help balance out proportions.",neural_machine_translation,GPTSw3 - 6.7B,"Kenger mælir til, at menn í hesum kroppstypuni eru í sniðgevndum klæðum, sum kunnu hjálpa til at javnviga proportiónirnar.",Claude,"Kenger mælir til mynstraðar klæðir til henda kropsbygnaðin, sum kann hjálpa til at javnviga lutfallið.",NLLB 1.3,"Kenger mælir til mynstraðar klædningar til henda kropslagið, sum kunnu hjálpa at javnviga.",Llama 3.1 - 8B,"Kenger viðmælir at brúka broytaðar klæðir til hetta kroppslagið, sum kann hjálpa til at javnviga proporsjónirnar."
"In the Philippines, costly marriage annulments spur calls to allow divorce.",neural_machine_translation,GPTSw3 - 6.7B,Í Filipinunum fáa kostnaðarfull hjúnalagssáttmálar fólk at krevja loyvi at skilja.,Claude,Í Filipsoyggum hava dýrar hjúnaskilnaðarógildingar elvt til krav um at loyva hjúnaskilnað.,NLLB 1.3,Í Filipsoyggjum elva kostnaðarmiklar brúdleyps ógildi til at loyva hjúnaskilnað.,Llama 3.1 - 8B,Í Filipsoyggjum elvir dýrt hjúnaskilnað til krav um hjúnaskilnað.
Bill to legalise divorce offers hope to Filipino women currently relying on expensive and lengthy annulment process.,neural_machine_translation,GPTSw3 - 6.7B,"Lógaruppskotið um at gera hjúnaskilna lógliga gevur filippinskum kvinnum, sum í løtuni eru bundnar av dýrum og drúgvum fráfaringarrætti, vón.",Claude,"Lógaruppskot um at gera skilnað lógligt gevur vón til filipinskar kvinnur, sum í løtuni eru noyddar at nýta dýra og drúgva ógildingartilgongd.",NLLB 1.3,"Lógaruppskotið um at loyva hjúnaskilnað gevur vón til filipinskar kvinnur, sum í løtuni eru bundnar at kostnaðarmiklari og drúgvari annuleringstilgongd.",Llama 3.1 - 8B,"Lógaruppskotið um at loyva hjúnaskilnað gevur vón til filipinskar kvinnur, sum í løtuni líta á dýr og langrøkandi skilnaðarviðgerð."
"Tears streaming down her face, the Manila-based acupuncturist remembers saying: “This has to be a nightmare, right?”",neural_machine_translation,GPTSw3 - 6.7B,"Tá ið tár runnu niður eftir andlitinum á Manila-undirvísaranum í akupunktur, minnist hon, at hon segði:
tillsThis has to be a nightmare, right Tills",Claude,"Við tárum rennandi eftir andlitinum, minnist nálastunguserfrøðingurin úr Manila at hava sagt: ""Hetta má vera ein marrdreymur, er tað ikki?""",NLLB 1.3,"Hetta má vera ein marra, ikki so?",Llama 3.1 - 8B,"Tár rennandi niður eftir andlitinum, minnist manilabúgvin akupunktørurin, at hann segði: ""Hetta má vera ein marra, ikki so?"""
"As she learned from the police, she had been scammed.",neural_machine_translation,GPTSw3 - 6.7B,"Sum hon lærdi av løgregluni, var hon blivin snýtt.",Claude,"Sum hon frættaði frá løgregluni, hevði hon verið svikin.",NLLB 1.3,"Sum hon fekk at vita frá løgregluni, var hon blivin snýtt.",Llama 3.1 - 8B,"Sum hon frætti frá løgregluni, hevði hon verið snýtt."
"In June, the Absolute Divorce Bill moved to the Senate after passing the House of Representatives in May.",neural_machine_translation,GPTSw3 - 6.7B,Í juni varð lógin um fullkomiliga hjúnalag flutt til Senatið eftir at hava verið í Representanthúsinum í mai.,Claude,"Í juni fór Fullkomna Hjúnaskilnaðarlógaruppskotið til Senatið, eftir at tað varð samtykt í Umboðsmannatinginum í mai.",NLLB 1.3,Í juni flutti lógaruppskotið um treytaleysa hjúnaskilnað seg til Senatið eftir at tað var samtykt í umboðsmannatinginum í mai.,Llama 3.1 - 8B,Í juni flutti fullkomna hjúnaskilnaðaruppskotið yvir í Senatið eftir at hava verið samtykt í Løgtinginum í mai.
“It’s for women who don’t have a choice and are financially trapped in abusive households.,neural_machine_translation,GPTSw3 - 6.7B,"ðjað er ikki ein møguleiki fyri kvinnum, sum ikki hava nakað val og eru fíggjarliga fangaðar í misbrúkshúsum.",Claude,"Tað er fyri kvinnur, sum ikki hava nakað val og eru fíggjarliga bundnar í harðskapsligum heimum.",NLLB 1.3,"Tað er fyri kvinnur, sum ikki hava nakað val og eru fíggjarliga fangaðar í harðligum húsarhaldum.",Llama 3.1 - 8B,"Tað er til kvinnur, sum ikki hava nakran annan møguleika og eru fíggjarliga fangaðar í einum harðligum húski."
"Conservative senators have expressed their aversion to the bill, suggesting instead that amendments be made to the annulment law.",neural_machine_translation,GPTSw3 - 6.7B,"Tey konservativu senatorarnir hava víst á, at teir ikki vilja hava lógaruppskotið, men heldur vilja hava broytingar í lógini um frávísing.",Claude,"Íhaldssinnaðir senatorar hava givið úttrykk fyri sína avsøgn móti lógaruppskotinum og mæla ístaðin til, at broytingar verða gjørdar í ógildingarlógini.",NLLB 1.3,"Konservativir senatorar hava víst sína andstygd fyri lógaruppskotinum, og hava í staðin skotið upp, at broytingar verða gjørdar í ógilda lógini.",Llama 3.1 - 8B,"Siðbundinir senatorar hava víst teirra andstygd fyri lógaruppskotinum, við at í staðin skulu broytingar verða gjørdar í lógarinni um avlýsing."
"Earlier this month, the world was shocked by the arrest of one of the most successful music moguls in the history of rap, Sean “Diddy” Combs.",neural_machine_translation,GPTSw3 - 6.7B,"Fyrr í mánaðinum var heimurin skelkaður av handtøkuni av einum av teimum best umtóktu tónleikamogulunum í søguni um rapp, Sean Tills Combs.",Claude,"Fyrr í hesum mánaðinum varð heimurin ógvaður av handtøkuni av einum av teimum mest vælhepnu tónleikamogulunum í søguni hjá rapptónleiki, Sean ""Diddy"" Combs.",NLLB 1.3,"Fyrrapartin í hesum mánaðinum var heimurin skelkaður av handtøku av einum av mest væleydnaðu tónleika mogulunum í rapsøguni, Sean Diddy Combs.",Llama 3.1 - 8B,"Fyrr í mánaðinum skelkaði heimurin av, at ein av teimum framgongdsmiklastu tónleikarunum í søguni um rapp, Sean “Diddy” Combs, var handtikin."
